ED,Reported As,Reporting,Mojgan Cohanim Lancman (Democratic),Mojgan Cohanim Lancman (Republican),Scattered,Total Votes,Mojgan Cohanim Lancman RECAP,Scattered RECAP,p_Mojgan Cohanim Lancman (Democratic),p_Mojgan Cohanim Lancman (Republican),p_Scattered,p_Mojgan Cohanim Lancman RECAP,p_Scattered RECAP,winner,winner_p
32038,32038,100,217,10,0,227,227,0,0.9559471365638766,0.04405286343612335,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32039,32039,100,183,8,0,191,191,0,0.9581151832460733,0.041884816753926704,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32040,32040,100,256,4,1,261,260,1,0.9808429118773946,0.01532567049808429,0.0038314176245210726,0.9961685823754789,0.0038314176245210726,Mojgan Cohanim Lancman RECAP,0.9961685823754789
32041,32041,100,224,6,0,230,230,0,0.9739130434782609,0.02608695652173913,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32042,32042,100,261,1,0,262,262,0,0.9961832061068703,0.003816793893129771,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32043,32043,100,245,6,0,251,251,0,0.9760956175298805,0.02390438247011952,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32044,32044,100,94,1,1,96,95,1,0.9791666666666666,0.010416666666666666,0.010416666666666666,0.9895833333333334,0.010416666666666666,Mojgan Cohanim Lancman RECAP,0.9895833333333334
32045,32045,100,243,6,0,249,249,0,0.9759036144578314,0.024096385542168676,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32046,32046,100,149,0,0,149,149,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32047,32047,100,139,3,0,142,142,0,0.9788732394366197,0.02112676056338028,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32048,32048,100,126,0,1,127,126,1,0.9921259842519685,0.0,0.007874015748031496,0.9921259842519685,0.007874015748031496,Mojgan Cohanim Lancman RECAP,0.9921259842519685
32049,32049,100,185,2,1,188,187,1,0.9840425531914894,0.010638297872340425,0.005319148936170213,0.9946808510638298,0.005319148936170213,Mojgan Cohanim Lancman RECAP,0.9946808510638298
32050,32050,100,219,3,0,222,222,0,0.9864864864864865,0.013513513513513514,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32051,32051,100,210,3,0,213,213,0,0.9859154929577465,0.014084507042253521,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32052,32052,100,122,1,0,123,123,0,0.991869918699187,0.008130081300813009,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32053,32053,100,182,4,0,186,186,0,0.978494623655914,0.021505376344086023,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32054,32054,100,144,0,0,144,144,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32055,32055,100,174,1,0,175,175,0,0.9942857142857143,0.005714285714285714,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32056,32056,100,72,1,0,73,73,0,0.9863013698630136,0.0136986301369863,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32057,32057,100,268,3,0,271,271,0,0.988929889298893,0.01107011070110701,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32058,32058,100,248,1,0,249,249,0,0.9959839357429718,0.004016064257028112,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32059,32059,100,210,5,2,217,215,2,0.967741935483871,0.02304147465437788,0.009216589861751152,0.9907834101382489,0.009216589861751152,Mojgan Cohanim Lancman RECAP,0.9907834101382489
32060,32060,100,284,9,0,293,293,0,0.9692832764505119,0.030716723549488054,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32061,32061,100,237,5,0,242,242,0,0.9793388429752066,0.02066115702479339,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32062,32062,100,272,8,0,280,280,0,0.9714285714285714,0.02857142857142857,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32063,32063,100,247,4,1,252,251,1,0.9801587301587301,0.015873015873015872,0.003968253968253968,0.996031746031746,0.003968253968253968,Mojgan Cohanim Lancman RECAP,0.996031746031746
32064,32064,100,245,4,0,249,249,0,0.9839357429718876,0.01606425702811245,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32065,32065,100,259,3,1,263,262,1,0.9847908745247148,0.011406844106463879,0.0038022813688212928,0.9961977186311787,0.0038022813688212928,Mojgan Cohanim Lancman RECAP,0.9961977186311787
32066,32066,100,257,3,0,260,260,0,0.9884615384615385,0.011538461538461539,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32067,32067,100,235,6,2,243,241,2,0.9670781893004116,0.024691358024691357,0.00823045267489712,0.9917695473251029,0.00823045267489712,Mojgan Cohanim Lancman RECAP,0.9917695473251029
32068,32068,100,251,4,0,255,255,0,0.984313725490196,0.01568627450980392,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32069,32069,100,259,1,0,260,260,0,0.9961538461538462,0.0038461538461538464,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32070,32070,100,261,3,0,264,264,0,0.9886363636363636,0.011363636363636364,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32071,32071,100,205,5,1,211,210,1,0.9715639810426541,0.023696682464454975,0.004739336492890996,0.995260663507109,0.004739336492890996,Mojgan Cohanim Lancman RECAP,0.995260663507109
32072,32072,100,202,3,0,205,205,0,0.9853658536585366,0.014634146341463415,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32073,32073,100,169,6,1,176,175,1,0.9602272727272727,0.03409090909090909,0.005681818181818182,0.9943181818181818,0.005681818181818182,Mojgan Cohanim Lancman RECAP,0.9943181818181818
32074,32074,100,145,5,0,150,150,0,0.9666666666666667,0.03333333333333333,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32075,32075,100,146,1,0,147,147,0,0.9931972789115646,0.006802721088435374,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32076,32056,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
32077,32077,100,152,8,0,160,160,0,0.95,0.05,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
32078,32078,100,157,2,0,159,159,0,0.9874213836477987,0.012578616352201259,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33001,33001,100,122,105,0,227,227,0,0.5374449339207048,0.46255506607929514,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33002,33002,100,145,86,0,231,231,0,0.6277056277056277,0.3722943722943723,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33003,33003,100,163,56,1,220,219,1,0.740909090909091,0.2545454545454545,0.004545454545454545,0.9954545454545455,0.004545454545454545,Mojgan Cohanim Lancman RECAP,0.9954545454545455
33004,33004,100,146,67,2,215,213,2,0.6790697674418604,0.3116279069767442,0.009302325581395349,0.9906976744186047,0.009302325581395349,Mojgan Cohanim Lancman RECAP,0.9906976744186047
33005,33005,100,149,79,2,230,228,2,0.6478260869565218,0.34347826086956523,0.008695652173913044,0.991304347826087,0.008695652173913044,Mojgan Cohanim Lancman RECAP,0.991304347826087
33006,33006,100,139,90,0,229,229,0,0.6069868995633187,0.3930131004366812,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33007,33007,100,116,99,1,216,215,1,0.5370370370370371,0.4583333333333333,0.004629629629629629,0.9953703703703703,0.004629629629629629,Mojgan Cohanim Lancman RECAP,0.9953703703703703
33008,33008,100,80,50,0,130,130,0,0.6153846153846154,0.38461538461538464,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33009,33009,100,111,90,0,201,201,0,0.5522388059701493,0.44776119402985076,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33010,33010,100,82,48,0,130,130,0,0.6307692307692307,0.36923076923076925,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33011,33011,100,110,47,0,157,157,0,0.7006369426751592,0.29936305732484075,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33012,33012,100,147,96,1,244,243,1,0.6024590163934426,0.39344262295081966,0.004098360655737705,0.9959016393442623,0.004098360655737705,Mojgan Cohanim Lancman RECAP,0.9959016393442623
33013,33013,100,160,70,0,230,230,0,0.6956521739130435,0.30434782608695654,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33014,33014,100,113,28,0,141,141,0,0.8014184397163121,0.19858156028368795,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33015,33015,100,75,44,0,119,119,0,0.6302521008403361,0.3697478991596639,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33016,33016,100,27,5,0,32,32,0,0.84375,0.15625,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33017,33017,100,141,40,0,181,181,0,0.7790055248618785,0.22099447513812154,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33018,33018,100,126,55,0,181,181,0,0.6961325966850829,0.30386740331491713,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33019,33019,100,149,49,0,198,198,0,0.7525252525252525,0.2474747474747475,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33020,33020,100,147,31,0,178,178,0,0.8258426966292135,0.17415730337078653,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33021,33021,100,190,28,1,219,218,1,0.867579908675799,0.1278538812785388,0.0045662100456621,0.9954337899543378,0.0045662100456621,Mojgan Cohanim Lancman RECAP,0.9954337899543378
33022,33022,100,149,31,1,181,180,1,0.8232044198895028,0.1712707182320442,0.0055248618784530384,0.994475138121547,0.0055248618784530384,Mojgan Cohanim Lancman RECAP,0.994475138121547
33023,33023,100,161,17,1,179,178,1,0.8994413407821229,0.09497206703910614,0.00558659217877095,0.994413407821229,0.00558659217877095,Mojgan Cohanim Lancman RECAP,0.994413407821229
33024,33024,100,162,20,0,182,182,0,0.8901098901098901,0.10989010989010989,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33025,33025,100,154,13,2,169,167,2,0.9112426035502958,0.07692307692307693,0.011834319526627219,0.9881656804733728,0.011834319526627219,Mojgan Cohanim Lancman RECAP,0.9881656804733728
33026,33026,100,104,8,0,112,112,0,0.9285714285714286,0.07142857142857142,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33027,33027,100,169,30,0,199,199,0,0.8492462311557789,0.1507537688442211,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33028,33028,100,162,30,0,192,192,0,0.84375,0.15625,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33029,33029,100,194,6,0,200,200,0,0.97,0.03,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33030,33030,100,227,0,0,227,227,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33031,33031,100,209,0,0,209,209,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33032,33032,100,233,3,1,237,236,1,0.9831223628691983,0.012658227848101266,0.004219409282700422,0.9957805907172996,0.004219409282700422,Mojgan Cohanim Lancman RECAP,0.9957805907172996
33033,33033,100,180,6,1,187,186,1,0.9625668449197861,0.03208556149732621,0.0053475935828877,0.9946524064171123,0.0053475935828877,Mojgan Cohanim Lancman RECAP,0.9946524064171123
33034,33034,100,212,1,1,214,213,1,0.9906542056074766,0.004672897196261682,0.004672897196261682,0.9953271028037384,0.004672897196261682,Mojgan Cohanim Lancman RECAP,0.9953271028037384
33035,33035,100,222,2,0,224,224,0,0.9910714285714286,0.008928571428571428,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33036,33036,100,214,1,0,215,215,0,0.9953488372093023,0.004651162790697674,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33037,33037,100,214,5,1,220,219,1,0.9727272727272728,0.022727272727272728,0.004545454545454545,0.9954545454545455,0.004545454545454545,Mojgan Cohanim Lancman RECAP,0.9954545454545455
33038,33038,100,196,4,0,200,200,0,0.98,0.02,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33039,33039,100,160,4,0,164,164,0,0.975609756097561,0.024390243902439025,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33040,33040,100,156,3,1,160,159,1,0.975,0.01875,0.00625,0.99375,0.00625,Mojgan Cohanim Lancman RECAP,0.99375
33041,33041,100,204,1,0,205,205,0,0.9951219512195122,0.004878048780487805,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33042,33042,100,210,6,0,216,216,0,0.9722222222222222,0.027777777777777776,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33043,33043,100,142,7,0,149,149,0,0.9530201342281879,0.04697986577181208,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33044,33044,100,202,9,0,211,211,0,0.957345971563981,0.04265402843601896,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33045,33045,100,244,7,2,253,251,2,0.9644268774703557,0.02766798418972332,0.007905138339920948,0.9920948616600791,0.007905138339920948,Mojgan Cohanim Lancman RECAP,0.9920948616600791
33046,33046,100,216,5,0,221,221,0,0.9773755656108597,0.02262443438914027,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33047,33047,100,187,4,0,191,191,0,0.9790575916230366,0.020942408376963352,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33048,33048,100,199,7,0,206,206,0,0.9660194174757282,0.03398058252427184,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33049,33049,100,224,12,0,236,236,0,0.9491525423728814,0.05084745762711865,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33050,33050,100,208,8,0,216,216,0,0.9629629629629629,0.037037037037037035,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33051,33051,100,209,10,3,222,219,3,0.9414414414414415,0.04504504504504504,0.013513513513513514,0.9864864864864865,0.013513513513513514,Mojgan Cohanim Lancman RECAP,0.9864864864864865
33052,33052,100,204,24,1,229,228,1,0.8908296943231441,0.10480349344978165,0.004366812227074236,0.9956331877729258,0.004366812227074236,Mojgan Cohanim Lancman RECAP,0.9956331877729258
33053,33053,100,220,3,0,223,223,0,0.9865470852017937,0.013452914798206279,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33054,33054,100,223,2,0,225,225,0,0.9911111111111112,0.008888888888888889,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33055,33055,100,249,7,0,256,256,0,0.97265625,0.02734375,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33056,33056,100,269,5,1,275,274,1,0.9781818181818182,0.01818181818181818,0.0036363636363636364,0.9963636363636363,0.0036363636363636364,Mojgan Cohanim Lancman RECAP,0.9963636363636363
33057,33057,100,274,11,3,288,285,3,0.9513888888888888,0.03819444444444445,0.010416666666666666,0.9895833333333334,0.010416666666666666,Mojgan Cohanim Lancman RECAP,0.9895833333333334
33058,33058,100,239,4,0,243,243,0,0.9835390946502057,0.01646090534979424,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33059,33059,100,245,7,0,252,252,0,0.9722222222222222,0.027777777777777776,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33060,33060,100,217,6,0,223,223,0,0.9730941704035875,0.026905829596412557,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33061,33061,100,165,5,0,170,170,0,0.9705882352941176,0.029411764705882353,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33062,33062,100,250,1,1,252,251,1,0.9920634920634921,0.003968253968253968,0.003968253968253968,0.996031746031746,0.003968253968253968,Mojgan Cohanim Lancman RECAP,0.996031746031746
33063,33063,100,258,3,0,261,261,0,0.9885057471264368,0.011494252873563218,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33064,33064,100,220,4,0,224,224,0,0.9821428571428571,0.017857142857142856,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33065,33065,100,343,8,0,351,351,0,0.9772079772079773,0.022792022792022793,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33066,33066,100,263,2,0,265,265,0,0.9924528301886792,0.007547169811320755,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33067,33067,100,256,1,1,258,257,1,0.9922480620155039,0.003875968992248062,0.003875968992248062,0.9961240310077519,0.003875968992248062,Mojgan Cohanim Lancman RECAP,0.9961240310077519
33068,33068,100,309,5,0,314,314,0,0.9840764331210191,0.01592356687898089,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33069,33069,100,178,1,0,179,179,0,0.994413407821229,0.00558659217877095,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33070,33070,100,180,5,0,185,185,0,0.972972972972973,0.02702702702702703,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33071,33071,100,179,5,0,184,184,0,0.9728260869565217,0.02717391304347826,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
33072,33072,100,179,2,1,182,181,1,0.9835164835164835,0.01098901098901099,0.005494505494505495,0.9945054945054945,0.005494505494505495,Mojgan Cohanim Lancman RECAP,0.9945054945054945
33073,33073,100,185,6,0,191,191,0,0.9685863874345549,0.031413612565445025,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34001,34001,100,151,12,0,163,163,0,0.9263803680981595,0.0736196319018405,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34002,34002,100,103,25,0,128,128,0,0.8046875,0.1953125,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34003,34003,100,126,16,0,142,142,0,0.8873239436619719,0.11267605633802817,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34004,34004,100,142,11,0,153,153,0,0.9281045751633987,0.0718954248366013,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34005,34005,100,140,13,0,153,153,0,0.9150326797385621,0.08496732026143791,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34006,34006,100,64,11,0,75,75,0,0.8533333333333334,0.14666666666666667,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34007,34007,100,120,11,0,131,131,0,0.916030534351145,0.08396946564885496,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34008,34008,100,127,30,0,157,157,0,0.8089171974522293,0.1910828025477707,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34009,34009,100,153,34,0,187,187,0,0.8181818181818182,0.18181818181818182,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34010,34010,100,105,44,1,150,149,1,0.7,0.29333333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,Mojgan Cohanim Lancman RECAP,0.9933333333333333
34011,34011,100,70,16,0,86,86,0,0.813953488372093,0.18604651162790697,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34012,34012,100,70,19,0,89,89,0,0.7865168539325843,0.21348314606741572,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34013,34013,100,190,43,0,233,233,0,0.8154506437768241,0.18454935622317598,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34014,34014,100,96,15,0,111,111,0,0.8648648648648649,0.13513513513513514,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34015,34015,100,159,37,1,197,196,1,0.8071065989847716,0.18781725888324874,0.005076142131979695,0.9949238578680203,0.005076142131979695,Mojgan Cohanim Lancman RECAP,0.9949238578680203
34016,34016,100,203,80,3,286,283,3,0.7097902097902098,0.27972027972027974,0.01048951048951049,0.9895104895104895,0.01048951048951049,Mojgan Cohanim Lancman RECAP,0.9895104895104895
34017,34017,100,179,50,1,230,229,1,0.7782608695652173,0.21739130434782608,0.004347826086956522,0.9956521739130435,0.004347826086956522,Mojgan Cohanim Lancman RECAP,0.9956521739130435
34018,34018,100,189,48,1,238,237,1,0.7941176470588235,0.20168067226890757,0.004201680672268907,0.9957983193277311,0.004201680672268907,Mojgan Cohanim Lancman RECAP,0.9957983193277311
34019,34019,100,181,37,2,220,218,2,0.8227272727272728,0.16818181818181818,0.00909090909090909,0.990909090909091,0.00909090909090909,Mojgan Cohanim Lancman RECAP,0.990909090909091
34020,34020,100,162,28,1,191,190,1,0.8481675392670157,0.14659685863874344,0.005235602094240838,0.9947643979057592,0.005235602094240838,Mojgan Cohanim Lancman RECAP,0.9947643979057592
34021,34021,100,122,17,0,139,139,0,0.8776978417266187,0.1223021582733813,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34022,34022,100,137,36,3,176,173,3,0.7784090909090909,0.20454545454545456,0.017045454545454544,0.9829545454545454,0.017045454545454544,Mojgan Cohanim Lancman RECAP,0.9829545454545454
34023,34023,100,159,20,1,180,179,1,0.8833333333333333,0.1111111111111111,0.005555555555555556,0.9944444444444445,0.005555555555555556,Mojgan Cohanim Lancman RECAP,0.9944444444444445
34024,34024,100,192,49,0,241,241,0,0.7966804979253111,0.2033195020746888,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34025,34025,100,286,55,1,342,341,1,0.8362573099415205,0.1608187134502924,0.0029239766081871343,0.9970760233918129,0.0029239766081871343,Mojgan Cohanim Lancman RECAP,0.9970760233918129
34026,34026,100,152,31,1,184,183,1,0.8260869565217391,0.16847826086956522,0.005434782608695652,0.9945652173913043,0.005434782608695652,Mojgan Cohanim Lancman RECAP,0.9945652173913043
34027,34027,100,119,27,1,147,146,1,0.8095238095238095,0.1836734693877551,0.006802721088435374,0.9931972789115646,0.006802721088435374,Mojgan Cohanim Lancman RECAP,0.9931972789115646
34028,34028,100,173,29,1,203,202,1,0.8522167487684729,0.14285714285714285,0.0049261083743842365,0.9950738916256158,0.0049261083743842365,Mojgan Cohanim Lancman RECAP,0.9950738916256158
34029,34029,100,155,29,0,184,184,0,0.842391304347826,0.15760869565217392,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34030,34030,100,4,0,0,4,4,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34031,34031,100,44,5,0,49,49,0,0.8979591836734694,0.10204081632653061,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34032,34032,100,23,6,0,29,29,0,0.7931034482758621,0.20689655172413793,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34033,34033,100,16,2,0,18,18,0,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34034,34034,100,24,7,0,31,31,0,0.7741935483870968,0.22580645161290322,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34035,34035,100,138,34,0,172,172,0,0.8023255813953488,0.19767441860465115,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34036,34036,100,138,37,0,175,175,0,0.7885714285714286,0.21142857142857144,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34037,34037,100,105,33,0,138,138,0,0.7608695652173914,0.2391304347826087,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34038,34038,100,102,29,0,131,131,0,0.7786259541984732,0.22137404580152673,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34039,34039,100,123,36,1,160,159,1,0.76875,0.225,0.00625,0.99375,0.00625,Mojgan Cohanim Lancman RECAP,0.99375
34040,34040,100,121,53,0,174,174,0,0.6954022988505747,0.3045977011494253,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34041,34041,100,61,25,0,86,86,0,0.7093023255813954,0.29069767441860467,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34042,34042,100,70,13,0,83,83,0,0.8433734939759037,0.1566265060240964,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34043,34043,100,54,16,0,70,70,0,0.7714285714285715,0.22857142857142856,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34044,34044,100,42,13,0,55,55,0,0.7636363636363637,0.23636363636363636,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34045,34045,100,138,43,1,182,181,1,0.7582417582417582,0.23626373626373626,0.005494505494505495,0.9945054945054945,0.005494505494505495,Mojgan Cohanim Lancman RECAP,0.9945054945054945
34046,34046,100,45,15,0,60,60,0,0.75,0.25,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34047,34047,100,8,1,0,9,9,0,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34048,34048,100,60,26,0,86,86,0,0.6976744186046512,0.3023255813953488,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34049,34049,100,159,37,2,198,196,2,0.803030303030303,0.18686868686868688,0.010101010101010102,0.98989898989899,0.010101010101010102,Mojgan Cohanim Lancman RECAP,0.98989898989899
34050,34050,100,146,23,1,170,169,1,0.8588235294117647,0.13529411764705881,0.0058823529411764705,0.9941176470588236,0.0058823529411764705,Mojgan Cohanim Lancman RECAP,0.9941176470588236
34051,34051,100,162,34,0,196,196,0,0.826530612244898,0.17346938775510204,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34052,34052,100,93,21,1,115,114,1,0.808695652173913,0.1826086956521739,0.008695652173913044,0.991304347826087,0.008695652173913044,Mojgan Cohanim Lancman RECAP,0.991304347826087
34053,34053,100,16,4,0,20,20,0,0.8,0.2,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34056,34056,100,14,3,0,17,17,0,0.8235294117647058,0.17647058823529413,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34054,34056,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34055,34053,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34057,34057,100,30,5,0,35,35,0,0.8571428571428571,0.14285714285714285,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34058,34057,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
34059,34059,100,4,0,0,4,4,0,1.0,0.0,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34060,34060,100,109,31,1,141,140,1,0.7730496453900709,0.2198581560283688,0.0070921985815602835,0.9929078014184397,0.0070921985815602835,Mojgan Cohanim Lancman RECAP,0.9929078014184397
34061,34061,100,7,5,0,12,12,0,0.5833333333333334,0.4166666666666667,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34062,34062,100,28,15,0,43,43,0,0.6511627906976745,0.3488372093023256,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34063,34063,100,247,41,0,288,288,0,0.8576388888888888,0.1423611111111111,0.0,1.0,0.0,Mojgan Cohanim Lancman RECAP,1.0
34064,34030,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
35001,35001,100,21,8,1,30,29,1,0.7,0.26666666666666666,0.03333333333333333,0.9666666666666667,0.03333333333333333,Mojgan Cohanim Lancman RECAP,0.9666666666666667
35002,35002,100,80,45,1,126,125,1,0.6349206349206349,0.35714285714285715,0.007936507936507936,0.9920634920634921,0.007936507936507936,Mojgan Cohanim Lancman RECAP,0.9920634920634921
