ED,Reported As,Reporting,Jerrold L. Nadler (Working Families),Ross Brady (Conservative),Jerrold L. Nadler (Democratic),Scattered,Michael J. Dilger (Flourish),Total Votes,Jerrold L. Nadler RECAP,Ross Brady RECAP,Scattered RECAP,Michael J. Dilger RECAP,p_Jerrold L. Nadler (Working Families),p_Ross Brady (Conservative),p_Jerrold L. Nadler (Democratic),p_Scattered,p_Michael J. Dilger (Flourish),p_Jerrold L. Nadler RECAP,p_Ross Brady RECAP,p_Scattered RECAP,p_Michael J. Dilger RECAP,winner,winner_p
48068,48068,100,1,4,21,0,0,26,22,4,0,0,0.038461538461538464,0.15384615384615385,0.8076923076923077,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.0,Jerrold L. Nadler RECAP,0.8461538461538461
48069,48069,100,1,9,3,0,0,13,4,9,0,0,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.0,0.0,0.3076923076923077,0.6923076923076923,0.0,0.0,Ross Brady RECAP,0.6923076923076923
49006,49006,100,4,7,17,0,0,28,21,7,0,0,0.14285714285714285,0.25,0.6071428571428571,0.0,0.0,0.75,0.25,0.0,0.0,Jerrold L. Nadler RECAP,0.75
49007,49007,100,4,4,18,0,0,26,22,4,0,0,0.15384615384615385,0.15384615384615385,0.6923076923076923,0.0,0.0,0.8461538461538461,0.15384615384615385,0.0,0.0,Jerrold L. Nadler RECAP,0.8461538461538461
49014,49014,100,0,1,1,0,0,2,1,1,0,0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,Tie,0.5
49015,49015,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
49016,49016,100,8,17,83,1,0,109,91,17,1,0,0.07339449541284404,0.1559633027522936,0.7614678899082569,0.009174311926605505,0.0,0.8348623853211009,0.1559633027522936,0.009174311926605505,0.0,Jerrold L. Nadler RECAP,0.8348623853211009
49017,49017,100,3,22,49,0,1,75,52,22,0,1,0.04,0.29333333333333333,0.6533333333333333,0.0,0.013333333333333334,0.6933333333333334,0.29333333333333333,0.0,0.013333333333333334,Jerrold L. Nadler RECAP,0.6933333333333334
49019,49019,100,6,31,86,0,0,123,92,31,0,0,0.04878048780487805,0.25203252032520324,0.6991869918699187,0.0,0.0,0.7479674796747967,0.25203252032520324,0.0,0.0,Jerrold L. Nadler RECAP,0.7479674796747967
49020,49020,100,10,24,86,0,0,120,96,24,0,0,0.08333333333333333,0.2,0.7166666666666667,0.0,0.0,0.8,0.2,0.0,0.0,Jerrold L. Nadler RECAP,0.8
49021,49021,100,12,24,52,1,0,89,64,24,1,0,0.1348314606741573,0.2696629213483146,0.5842696629213483,0.011235955056179775,0.0,0.7191011235955056,0.2696629213483146,0.011235955056179775,0.0,Jerrold L. Nadler RECAP,0.7191011235955056
49022,49022,100,8,52,91,0,0,151,99,52,0,0,0.052980132450331126,0.3443708609271523,0.6026490066225165,0.0,0.0,0.6556291390728477,0.3443708609271523,0.0,0.0,Jerrold L. Nadler RECAP,0.6556291390728477
49023,49023,100,5,16,64,1,0,86,69,16,1,0,0.05813953488372093,0.18604651162790697,0.7441860465116279,0.011627906976744186,0.0,0.8023255813953488,0.18604651162790697,0.011627906976744186,0.0,Jerrold L. Nadler RECAP,0.8023255813953488
49024,49024,100,8,27,44,0,0,79,52,27,0,0,0.10126582278481013,0.34177215189873417,0.5569620253164557,0.0,0.0,0.6582278481012658,0.34177215189873417,0.0,0.0,Jerrold L. Nadler RECAP,0.6582278481012658
49025,49025,100,9,36,93,1,0,139,102,36,1,0,0.06474820143884892,0.2589928057553957,0.6690647482014388,0.007194244604316547,0.0,0.7338129496402878,0.2589928057553957,0.007194244604316547,0.0,Jerrold L. Nadler RECAP,0.7338129496402878
49026,49026,100,12,31,61,1,1,106,73,31,1,1,0.11320754716981132,0.29245283018867924,0.5754716981132075,0.009433962264150943,0.009433962264150943,0.6886792452830188,0.29245283018867924,0.009433962264150943,0.009433962264150943,Jerrold L. Nadler RECAP,0.6886792452830188
49027,49027,100,6,15,57,0,0,78,63,15,0,0,0.07692307692307693,0.19230769230769232,0.7307692307692307,0.0,0.0,0.8076923076923077,0.19230769230769232,0.0,0.0,Jerrold L. Nadler RECAP,0.8076923076923077
49028,49028,100,10,37,59,0,1,107,69,37,0,1,0.09345794392523364,0.34579439252336447,0.5514018691588785,0.0,0.009345794392523364,0.6448598130841121,0.34579439252336447,0.0,0.009345794392523364,Jerrold L. Nadler RECAP,0.6448598130841121
49029,49029,100,0,14,13,0,0,27,13,14,0,0,0.0,0.5185185185185185,0.48148148148148145,0.0,0.0,0.48148148148148145,0.5185185185185185,0.0,0.0,Ross Brady RECAP,0.5185185185185185
49030,49030,100,7,21,27,0,0,55,34,21,0,0,0.12727272727272726,0.38181818181818183,0.4909090909090909,0.0,0.0,0.6181818181818182,0.38181818181818183,0.0,0.0,Jerrold L. Nadler RECAP,0.6181818181818182
49033,49033,100,0,9,28,0,1,38,28,9,0,1,0.0,0.23684210526315788,0.7368421052631579,0.0,0.02631578947368421,0.7368421052631579,0.23684210526315788,0.0,0.02631578947368421,Jerrold L. Nadler RECAP,0.7368421052631579
49034,49034,100,8,4,19,0,0,31,27,4,0,0,0.25806451612903225,0.12903225806451613,0.6129032258064516,0.0,0.0,0.8709677419354839,0.12903225806451613,0.0,0.0,Jerrold L. Nadler RECAP,0.8709677419354839
49035,49035,100,6,18,50,0,2,76,56,18,0,2,0.07894736842105263,0.23684210526315788,0.6578947368421053,0.0,0.02631578947368421,0.7368421052631579,0.23684210526315788,0.0,0.02631578947368421,Jerrold L. Nadler RECAP,0.7368421052631579
49037,49037,100,7,31,86,0,0,124,93,31,0,0,0.056451612903225805,0.25,0.6935483870967742,0.0,0.0,0.75,0.25,0.0,0.0,Jerrold L. Nadler RECAP,0.75
49038,49038,100,7,42,85,0,1,135,92,42,0,1,0.05185185185185185,0.3111111111111111,0.6296296296296297,0.0,0.007407407407407408,0.6814814814814815,0.3111111111111111,0.0,0.007407407407407408,Jerrold L. Nadler RECAP,0.6814814814814815
49039,49039,100,11,30,111,1,1,154,122,30,1,1,0.07142857142857142,0.19480519480519481,0.7207792207792207,0.006493506493506494,0.006493506493506494,0.7922077922077922,0.19480519480519481,0.006493506493506494,0.006493506493506494,Jerrold L. Nadler RECAP,0.7922077922077922
49040,49040,100,13,18,102,0,3,136,115,18,0,3,0.09558823529411764,0.1323529411764706,0.75,0.0,0.022058823529411766,0.8455882352941176,0.1323529411764706,0.0,0.022058823529411766,Jerrold L. Nadler RECAP,0.8455882352941176
49041,49041,100,13,32,85,1,0,131,98,32,1,0,0.09923664122137404,0.24427480916030533,0.648854961832061,0.007633587786259542,0.0,0.7480916030534351,0.24427480916030533,0.007633587786259542,0.0,Jerrold L. Nadler RECAP,0.7480916030534351
49042,49042,100,5,11,36,0,0,52,41,11,0,0,0.09615384615384616,0.21153846153846154,0.6923076923076923,0.0,0.0,0.7884615384615384,0.21153846153846154,0.0,0.0,Jerrold L. Nadler RECAP,0.7884615384615384
49043,49043,100,2,21,45,0,0,68,47,21,0,0,0.029411764705882353,0.3088235294117647,0.6617647058823529,0.0,0.0,0.6911764705882353,0.3088235294117647,0.0,0.0,Jerrold L. Nadler RECAP,0.6911764705882353
49046,49046,100,1,10,20,0,0,31,21,10,0,0,0.03225806451612903,0.3225806451612903,0.6451612903225806,0.0,0.0,0.6774193548387096,0.3225806451612903,0.0,0.0,Jerrold L. Nadler RECAP,0.6774193548387096
49055,49055,100,1,14,21,0,0,36,22,14,0,0,0.027777777777777776,0.3888888888888889,0.5833333333333334,0.0,0.0,0.6111111111111112,0.3888888888888889,0.0,0.0,Jerrold L. Nadler RECAP,0.6111111111111112
49056,49056,100,0,3,4,0,1,8,4,3,0,1,0.0,0.375,0.5,0.0,0.125,0.5,0.375,0.0,0.125,Jerrold L. Nadler RECAP,0.5
49057,49057,100,8,16,46,0,0,70,54,16,0,0,0.11428571428571428,0.22857142857142856,0.6571428571428571,0.0,0.0,0.7714285714285715,0.22857142857142856,0.0,0.0,Jerrold L. Nadler RECAP,0.7714285714285715
49058,49058,100,5,26,47,1,0,79,52,26,1,0,0.06329113924050633,0.3291139240506329,0.5949367088607594,0.012658227848101266,0.0,0.6582278481012658,0.3291139240506329,0.012658227848101266,0.0,Jerrold L. Nadler RECAP,0.6582278481012658
49059,49059,100,9,24,58,0,0,91,67,24,0,0,0.0989010989010989,0.26373626373626374,0.6373626373626373,0.0,0.0,0.7362637362637363,0.26373626373626374,0.0,0.0,Jerrold L. Nadler RECAP,0.7362637362637363
49060,49033,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
49064,49064,100,1,9,42,0,0,52,43,9,0,0,0.019230769230769232,0.17307692307692307,0.8076923076923077,0.0,0.0,0.8269230769230769,0.17307692307692307,0.0,0.0,Jerrold L. Nadler RECAP,0.8269230769230769
51014,51014,100,14,33,128,1,0,176,142,33,1,0,0.07954545454545454,0.1875,0.7272727272727273,0.005681818181818182,0.0,0.8068181818181818,0.1875,0.005681818181818182,0.0,Jerrold L. Nadler RECAP,0.8068181818181818
51015,51015,100,11,33,114,1,0,159,125,33,1,0,0.06918238993710692,0.20754716981132076,0.7169811320754716,0.006289308176100629,0.0,0.7861635220125787,0.20754716981132076,0.006289308176100629,0.0,Jerrold L. Nadler RECAP,0.7861635220125787
51016,51016,100,18,43,127,1,0,189,145,43,1,0,0.09523809523809523,0.2275132275132275,0.671957671957672,0.005291005291005291,0.0,0.7671957671957672,0.2275132275132275,0.005291005291005291,0.0,Jerrold L. Nadler RECAP,0.7671957671957672
51018,51018,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
51019,51019,100,0,3,3,0,0,6,3,3,0,0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,Tie,0.5
51024,51024,100,11,49,98,0,2,160,109,49,0,2,0.06875,0.30625,0.6125,0.0,0.0125,0.68125,0.30625,0.0,0.0125,Jerrold L. Nadler RECAP,0.68125
51025,51025,100,0,0,1,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Jerrold L. Nadler RECAP,1.0
51026,51026,100,15,41,118,0,1,175,133,41,0,1,0.08571428571428572,0.2342857142857143,0.6742857142857143,0.0,0.005714285714285714,0.76,0.2342857142857143,0.0,0.005714285714285714,Jerrold L. Nadler RECAP,0.76
51027,51027,100,3,16,37,0,0,56,40,16,0,0,0.05357142857142857,0.2857142857142857,0.6607142857142857,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,Jerrold L. Nadler RECAP,0.7142857142857143
51028,51028,100,2,6,16,0,0,24,18,6,0,0,0.08333333333333333,0.25,0.6666666666666666,0.0,0.0,0.75,0.25,0.0,0.0,Jerrold L. Nadler RECAP,0.75
51045,51045,100,0,0,2,0,0,2,2,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Jerrold L. Nadler RECAP,1.0
51047,51047,100,6,18,48,1,0,73,54,18,1,0,0.0821917808219178,0.2465753424657534,0.6575342465753424,0.0136986301369863,0.0,0.7397260273972602,0.2465753424657534,0.0136986301369863,0.0,Jerrold L. Nadler RECAP,0.7397260273972602
51048,51048,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
51060,51060,100,8,23,46,1,1,79,54,23,1,1,0.10126582278481013,0.2911392405063291,0.5822784810126582,0.012658227848101266,0.012658227848101266,0.6835443037974683,0.2911392405063291,0.012658227848101266,0.012658227848101266,Jerrold L. Nadler RECAP,0.6835443037974683
51061,51061,100,31,59,134,0,2,226,165,59,0,2,0.13716814159292035,0.2610619469026549,0.5929203539823009,0.0,0.008849557522123894,0.7300884955752213,0.2610619469026549,0.0,0.008849557522123894,Jerrold L. Nadler RECAP,0.7300884955752213
51062,51062,100,40,85,159,1,3,288,199,85,1,3,0.1388888888888889,0.2951388888888889,0.5520833333333334,0.003472222222222222,0.010416666666666666,0.6909722222222222,0.2951388888888889,0.003472222222222222,0.010416666666666666,Jerrold L. Nadler RECAP,0.6909722222222222
51068,51068,100,17,5,25,0,0,47,42,5,0,0,0.3617021276595745,0.10638297872340426,0.5319148936170213,0.0,0.0,0.8936170212765957,0.10638297872340426,0.0,0.0,Jerrold L. Nadler RECAP,0.8936170212765957
51076,51076,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
51077,51048,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52111,52111,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52112,52112,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
52113,52112,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
64082,64082,100,6,3,18,0,0,27,24,3,0,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,Jerrold L. Nadler RECAP,0.8888888888888888
64094,64094,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
64095,64095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
64097,64097,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
