ED,Reported As,Reporting,Joy F. Campanelli (Democratic),Vincent F. Martusciello (Conservative),Scattered,Total Votes,Joy F. Campanelli RECAP,Vincent F. Martusciello RECAP,Scattered RECAP,p_Joy F. Campanelli (Democratic),p_Vincent F. Martusciello (Conservative),p_Scattered,p_Joy F. Campanelli RECAP,p_Vincent F. Martusciello RECAP,p_Scattered RECAP,winner,winner_p
42062,42062,100,25,69,3,97,25,69,3,0.25773195876288657,0.711340206185567,0.030927835051546393,0.25773195876288657,0.711340206185567,0.030927835051546393,Vincent F. Martusciello RECAP,0.711340206185567
42063,42063,100,87,90,1,178,87,90,1,0.4887640449438202,0.5056179775280899,0.0056179775280898875,0.4887640449438202,0.5056179775280899,0.0056179775280898875,Vincent F. Martusciello RECAP,0.5056179775280899
42064,42064,100,79,113,2,194,79,113,2,0.4072164948453608,0.5824742268041238,0.010309278350515464,0.4072164948453608,0.5824742268041238,0.010309278350515464,Vincent F. Martusciello RECAP,0.5824742268041238
42065,42065,100,49,98,0,147,49,98,0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,Vincent F. Martusciello RECAP,0.6666666666666666
42066,42066,100,53,48,0,101,53,48,0,0.5247524752475248,0.4752475247524752,0.0,0.5247524752475248,0.4752475247524752,0.0,Joy F. Campanelli RECAP,0.5247524752475248
42067,42067,100,86,25,0,111,86,25,0,0.7747747747747747,0.22522522522522523,0.0,0.7747747747747747,0.22522522522522523,0.0,Joy F. Campanelli RECAP,0.7747747747747747
42068,42068,100,121,0,1,122,121,0,1,0.9918032786885246,0.0,0.00819672131147541,0.9918032786885246,0.0,0.00819672131147541,Joy F. Campanelli RECAP,0.9918032786885246
42069,42069,100,17,22,0,39,17,22,0,0.4358974358974359,0.5641025641025641,0.0,0.4358974358974359,0.5641025641025641,0.0,Vincent F. Martusciello RECAP,0.5641025641025641
42070,42070,100,108,3,0,111,108,3,0,0.972972972972973,0.02702702702702703,0.0,0.972972972972973,0.02702702702702703,0.0,Joy F. Campanelli RECAP,0.972972972972973
42071,42071,100,152,5,1,158,152,5,1,0.9620253164556962,0.03164556962025317,0.006329113924050633,0.9620253164556962,0.03164556962025317,0.006329113924050633,Joy F. Campanelli RECAP,0.9620253164556962
42072,42072,100,120,6,2,128,120,6,2,0.9375,0.046875,0.015625,0.9375,0.046875,0.015625,Joy F. Campanelli RECAP,0.9375
42073,42073,100,199,2,0,201,199,2,0,0.9900497512437811,0.009950248756218905,0.0,0.9900497512437811,0.009950248756218905,0.0,Joy F. Campanelli RECAP,0.9900497512437811
43001,43001,100,165,1,1,167,165,1,1,0.9880239520958084,0.005988023952095809,0.005988023952095809,0.9880239520958084,0.005988023952095809,0.005988023952095809,Joy F. Campanelli RECAP,0.9880239520958084
43002,43002,100,243,2,0,245,243,2,0,0.9918367346938776,0.00816326530612245,0.0,0.9918367346938776,0.00816326530612245,0.0,Joy F. Campanelli RECAP,0.9918367346938776
43003,43003,100,218,6,0,224,218,6,0,0.9732142857142857,0.026785714285714284,0.0,0.9732142857142857,0.026785714285714284,0.0,Joy F. Campanelli RECAP,0.9732142857142857
43004,43004,100,121,4,0,125,121,4,0,0.968,0.032,0.0,0.968,0.032,0.0,Joy F. Campanelli RECAP,0.968
43005,43005,100,130,2,0,132,130,2,0,0.9848484848484849,0.015151515151515152,0.0,0.9848484848484849,0.015151515151515152,0.0,Joy F. Campanelli RECAP,0.9848484848484849
43006,43006,100,209,3,0,212,209,3,0,0.9858490566037735,0.014150943396226415,0.0,0.9858490566037735,0.014150943396226415,0.0,Joy F. Campanelli RECAP,0.9858490566037735
43007,43007,100,152,6,1,159,152,6,1,0.9559748427672956,0.03773584905660377,0.006289308176100629,0.9559748427672956,0.03773584905660377,0.006289308176100629,Joy F. Campanelli RECAP,0.9559748427672956
43008,43008,100,123,2,0,125,123,2,0,0.984,0.016,0.0,0.984,0.016,0.0,Joy F. Campanelli RECAP,0.984
43009,43009,100,245,5,0,250,245,5,0,0.98,0.02,0.0,0.98,0.02,0.0,Joy F. Campanelli RECAP,0.98
43010,43010,100,86,2,0,88,86,2,0,0.9772727272727273,0.022727272727272728,0.0,0.9772727272727273,0.022727272727272728,0.0,Joy F. Campanelli RECAP,0.9772727272727273
43011,43011,100,125,29,0,154,125,29,0,0.8116883116883117,0.18831168831168832,0.0,0.8116883116883117,0.18831168831168832,0.0,Joy F. Campanelli RECAP,0.8116883116883117
43012,43012,100,186,2,0,188,186,2,0,0.9893617021276596,0.010638297872340425,0.0,0.9893617021276596,0.010638297872340425,0.0,Joy F. Campanelli RECAP,0.9893617021276596
43013,43013,100,89,72,0,161,89,72,0,0.5527950310559007,0.4472049689440994,0.0,0.5527950310559007,0.4472049689440994,0.0,Joy F. Campanelli RECAP,0.5527950310559007
43014,43014,100,217,4,0,221,217,4,0,0.9819004524886877,0.01809954751131222,0.0,0.9819004524886877,0.01809954751131222,0.0,Joy F. Campanelli RECAP,0.9819004524886877
43015,43015,100,216,9,0,225,216,9,0,0.96,0.04,0.0,0.96,0.04,0.0,Joy F. Campanelli RECAP,0.96
43016,43016,100,283,5,0,288,283,5,0,0.9826388888888888,0.017361111111111112,0.0,0.9826388888888888,0.017361111111111112,0.0,Joy F. Campanelli RECAP,0.9826388888888888
43017,43017,100,107,3,0,110,107,3,0,0.9727272727272728,0.02727272727272727,0.0,0.9727272727272728,0.02727272727272727,0.0,Joy F. Campanelli RECAP,0.9727272727272728
43018,43018,100,201,3,0,204,201,3,0,0.9852941176470589,0.014705882352941176,0.0,0.9852941176470589,0.014705882352941176,0.0,Joy F. Campanelli RECAP,0.9852941176470589
43019,43019,100,196,1,0,197,196,1,0,0.9949238578680203,0.005076142131979695,0.0,0.9949238578680203,0.005076142131979695,0.0,Joy F. Campanelli RECAP,0.9949238578680203
43020,43020,100,287,10,0,297,287,10,0,0.9663299663299664,0.03367003367003367,0.0,0.9663299663299664,0.03367003367003367,0.0,Joy F. Campanelli RECAP,0.9663299663299664
43021,43021,100,179,6,0,185,179,6,0,0.9675675675675676,0.032432432432432434,0.0,0.9675675675675676,0.032432432432432434,0.0,Joy F. Campanelli RECAP,0.9675675675675676
43022,43022,100,223,2,0,225,223,2,0,0.9911111111111112,0.008888888888888889,0.0,0.9911111111111112,0.008888888888888889,0.0,Joy F. Campanelli RECAP,0.9911111111111112
43023,43023,100,270,4,1,275,270,4,1,0.9818181818181818,0.014545454545454545,0.0036363636363636364,0.9818181818181818,0.014545454545454545,0.0036363636363636364,Joy F. Campanelli RECAP,0.9818181818181818
43024,43024,100,172,3,0,175,172,3,0,0.9828571428571429,0.017142857142857144,0.0,0.9828571428571429,0.017142857142857144,0.0,Joy F. Campanelli RECAP,0.9828571428571429
43025,43025,100,296,3,1,300,296,3,1,0.9866666666666667,0.01,0.0033333333333333335,0.9866666666666667,0.01,0.0033333333333333335,Joy F. Campanelli RECAP,0.9866666666666667
43026,43026,100,220,4,0,224,220,4,0,0.9821428571428571,0.017857142857142856,0.0,0.9821428571428571,0.017857142857142856,0.0,Joy F. Campanelli RECAP,0.9821428571428571
43027,43027,100,210,1,0,211,210,1,0,0.995260663507109,0.004739336492890996,0.0,0.995260663507109,0.004739336492890996,0.0,Joy F. Campanelli RECAP,0.995260663507109
43028,43028,100,204,0,0,204,204,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
43029,43029,100,156,7,0,163,156,7,0,0.9570552147239264,0.04294478527607362,0.0,0.9570552147239264,0.04294478527607362,0.0,Joy F. Campanelli RECAP,0.9570552147239264
43030,43030,100,131,3,0,134,131,3,0,0.9776119402985075,0.022388059701492536,0.0,0.9776119402985075,0.022388059701492536,0.0,Joy F. Campanelli RECAP,0.9776119402985075
43031,43031,100,230,7,0,237,230,7,0,0.9704641350210971,0.029535864978902954,0.0,0.9704641350210971,0.029535864978902954,0.0,Joy F. Campanelli RECAP,0.9704641350210971
43032,43032,100,175,0,0,175,175,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
43033,43033,100,238,2,0,240,238,2,0,0.9916666666666667,0.008333333333333333,0.0,0.9916666666666667,0.008333333333333333,0.0,Joy F. Campanelli RECAP,0.9916666666666667
43034,43034,100,254,5,0,259,254,5,0,0.9806949806949807,0.019305019305019305,0.0,0.9806949806949807,0.019305019305019305,0.0,Joy F. Campanelli RECAP,0.9806949806949807
43035,43035,100,226,14,1,241,226,14,1,0.9377593360995851,0.058091286307053944,0.004149377593360996,0.9377593360995851,0.058091286307053944,0.004149377593360996,Joy F. Campanelli RECAP,0.9377593360995851
43036,43036,100,202,4,0,206,202,4,0,0.9805825242718447,0.019417475728155338,0.0,0.9805825242718447,0.019417475728155338,0.0,Joy F. Campanelli RECAP,0.9805825242718447
43037,43037,100,211,11,1,223,211,11,1,0.9461883408071748,0.04932735426008968,0.004484304932735426,0.9461883408071748,0.04932735426008968,0.004484304932735426,Joy F. Campanelli RECAP,0.9461883408071748
43038,43038,100,257,18,0,275,257,18,0,0.9345454545454546,0.06545454545454546,0.0,0.9345454545454546,0.06545454545454546,0.0,Joy F. Campanelli RECAP,0.9345454545454546
43039,43039,100,227,13,1,241,227,13,1,0.941908713692946,0.05394190871369295,0.004149377593360996,0.941908713692946,0.05394190871369295,0.004149377593360996,Joy F. Campanelli RECAP,0.941908713692946
43040,43040,100,62,78,0,140,62,78,0,0.44285714285714284,0.5571428571428572,0.0,0.44285714285714284,0.5571428571428572,0.0,Vincent F. Martusciello RECAP,0.5571428571428572
43041,43041,100,212,3,0,215,212,3,0,0.986046511627907,0.013953488372093023,0.0,0.986046511627907,0.013953488372093023,0.0,Joy F. Campanelli RECAP,0.986046511627907
43042,43042,100,173,7,0,180,173,7,0,0.9611111111111111,0.03888888888888889,0.0,0.9611111111111111,0.03888888888888889,0.0,Joy F. Campanelli RECAP,0.9611111111111111
43043,43043,100,113,4,0,117,113,4,0,0.9658119658119658,0.03418803418803419,0.0,0.9658119658119658,0.03418803418803419,0.0,Joy F. Campanelli RECAP,0.9658119658119658
43044,43044,100,198,3,0,201,198,3,0,0.9850746268656716,0.014925373134328358,0.0,0.9850746268656716,0.014925373134328358,0.0,Joy F. Campanelli RECAP,0.9850746268656716
43045,43045,100,180,1,0,181,180,1,0,0.994475138121547,0.0055248618784530384,0.0,0.994475138121547,0.0055248618784530384,0.0,Joy F. Campanelli RECAP,0.994475138121547
43046,43046,100,89,5,0,94,89,5,0,0.9468085106382979,0.05319148936170213,0.0,0.9468085106382979,0.05319148936170213,0.0,Joy F. Campanelli RECAP,0.9468085106382979
43047,43047,100,169,0,0,169,169,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
43048,43048,100,223,5,0,228,223,5,0,0.9780701754385965,0.021929824561403508,0.0,0.9780701754385965,0.021929824561403508,0.0,Joy F. Campanelli RECAP,0.9780701754385965
43049,43049,100,250,2,0,252,250,2,0,0.9920634920634921,0.007936507936507936,0.0,0.9920634920634921,0.007936507936507936,0.0,Joy F. Campanelli RECAP,0.9920634920634921
43050,43050,100,151,0,1,152,151,0,1,0.993421052631579,0.0,0.006578947368421052,0.993421052631579,0.0,0.006578947368421052,Joy F. Campanelli RECAP,0.993421052631579
43051,43051,100,253,6,0,259,253,6,0,0.9768339768339769,0.023166023166023165,0.0,0.9768339768339769,0.023166023166023165,0.0,Joy F. Campanelli RECAP,0.9768339768339769
43052,43052,100,194,3,0,197,194,3,0,0.9847715736040609,0.015228426395939087,0.0,0.9847715736040609,0.015228426395939087,0.0,Joy F. Campanelli RECAP,0.9847715736040609
43053,43053,100,190,6,0,196,190,6,0,0.9693877551020408,0.030612244897959183,0.0,0.9693877551020408,0.030612244897959183,0.0,Joy F. Campanelli RECAP,0.9693877551020408
43054,43054,100,207,6,0,213,207,6,0,0.971830985915493,0.028169014084507043,0.0,0.971830985915493,0.028169014084507043,0.0,Joy F. Campanelli RECAP,0.971830985915493
43055,43055,100,163,8,0,171,163,8,0,0.9532163742690059,0.04678362573099415,0.0,0.9532163742690059,0.04678362573099415,0.0,Joy F. Campanelli RECAP,0.9532163742690059
43056,43056,100,153,51,1,205,153,51,1,0.7463414634146341,0.24878048780487805,0.004878048780487805,0.7463414634146341,0.24878048780487805,0.004878048780487805,Joy F. Campanelli RECAP,0.7463414634146341
43057,43057,100,70,66,0,136,70,66,0,0.5147058823529411,0.4852941176470588,0.0,0.5147058823529411,0.4852941176470588,0.0,Joy F. Campanelli RECAP,0.5147058823529411
43058,43058,100,109,16,0,125,109,16,0,0.872,0.128,0.0,0.872,0.128,0.0,Joy F. Campanelli RECAP,0.872
43059,43059,100,121,29,0,150,121,29,0,0.8066666666666666,0.19333333333333333,0.0,0.8066666666666666,0.19333333333333333,0.0,Joy F. Campanelli RECAP,0.8066666666666666
43060,43060,100,150,38,0,188,150,38,0,0.7978723404255319,0.20212765957446807,0.0,0.7978723404255319,0.20212765957446807,0.0,Joy F. Campanelli RECAP,0.7978723404255319
43061,43061,100,217,12,0,229,217,12,0,0.9475982532751092,0.05240174672489083,0.0,0.9475982532751092,0.05240174672489083,0.0,Joy F. Campanelli RECAP,0.9475982532751092
43062,43062,100,79,32,0,111,79,32,0,0.7117117117117117,0.2882882882882883,0.0,0.7117117117117117,0.2882882882882883,0.0,Joy F. Campanelli RECAP,0.7117117117117117
43063,43063,100,49,40,0,89,49,40,0,0.550561797752809,0.449438202247191,0.0,0.550561797752809,0.449438202247191,0.0,Joy F. Campanelli RECAP,0.550561797752809
43064,43064,100,108,14,0,122,108,14,0,0.8852459016393442,0.11475409836065574,0.0,0.8852459016393442,0.11475409836065574,0.0,Joy F. Campanelli RECAP,0.8852459016393442
43065,43065,100,112,7,0,119,112,7,0,0.9411764705882353,0.058823529411764705,0.0,0.9411764705882353,0.058823529411764705,0.0,Joy F. Campanelli RECAP,0.9411764705882353
43066,43066,100,223,8,0,231,223,8,0,0.9653679653679653,0.03463203463203463,0.0,0.9653679653679653,0.03463203463203463,0.0,Joy F. Campanelli RECAP,0.9653679653679653
43067,43067,100,256,8,0,264,256,8,0,0.9696969696969697,0.030303030303030304,0.0,0.9696969696969697,0.030303030303030304,0.0,Joy F. Campanelli RECAP,0.9696969696969697
43068,43068,100,204,10,0,214,204,10,0,0.9532710280373832,0.04672897196261682,0.0,0.9532710280373832,0.04672897196261682,0.0,Joy F. Campanelli RECAP,0.9532710280373832
43069,43069,100,197,3,0,200,197,3,0,0.985,0.015,0.0,0.985,0.015,0.0,Joy F. Campanelli RECAP,0.985
43070,43070,100,121,2,0,123,121,2,0,0.983739837398374,0.016260162601626018,0.0,0.983739837398374,0.016260162601626018,0.0,Joy F. Campanelli RECAP,0.983739837398374
43071,43071,100,190,1,0,191,190,1,0,0.9947643979057592,0.005235602094240838,0.0,0.9947643979057592,0.005235602094240838,0.0,Joy F. Campanelli RECAP,0.9947643979057592
43072,43072,100,222,3,0,225,222,3,0,0.9866666666666667,0.013333333333333334,0.0,0.9866666666666667,0.013333333333333334,0.0,Joy F. Campanelli RECAP,0.9866666666666667
43073,43073,100,225,4,3,232,225,4,3,0.9698275862068966,0.017241379310344827,0.01293103448275862,0.9698275862068966,0.017241379310344827,0.01293103448275862,Joy F. Campanelli RECAP,0.9698275862068966
43074,43074,100,139,1,0,140,139,1,0,0.9928571428571429,0.007142857142857143,0.0,0.9928571428571429,0.007142857142857143,0.0,Joy F. Campanelli RECAP,0.9928571428571429
44001,44001,100,120,63,2,185,120,63,2,0.6486486486486487,0.34054054054054056,0.010810810810810811,0.6486486486486487,0.34054054054054056,0.010810810810810811,Joy F. Campanelli RECAP,0.6486486486486487
44002,44002,100,128,96,1,225,128,96,1,0.5688888888888889,0.4266666666666667,0.0044444444444444444,0.5688888888888889,0.4266666666666667,0.0044444444444444444,Joy F. Campanelli RECAP,0.5688888888888889
44003,44003,100,93,94,1,188,93,94,1,0.4946808510638298,0.5,0.005319148936170213,0.4946808510638298,0.5,0.005319148936170213,Vincent F. Martusciello RECAP,0.5
44004,44004,100,66,50,1,117,66,50,1,0.5641025641025641,0.42735042735042733,0.008547008547008548,0.5641025641025641,0.42735042735042733,0.008547008547008548,Joy F. Campanelli RECAP,0.5641025641025641
44005,44005,100,105,52,1,158,105,52,1,0.6645569620253164,0.3291139240506329,0.006329113924050633,0.6645569620253164,0.3291139240506329,0.006329113924050633,Joy F. Campanelli RECAP,0.6645569620253164
44006,44006,100,131,46,1,178,131,46,1,0.7359550561797753,0.25842696629213485,0.0056179775280898875,0.7359550561797753,0.25842696629213485,0.0056179775280898875,Joy F. Campanelli RECAP,0.7359550561797753
44007,44007,100,129,16,1,146,129,16,1,0.8835616438356164,0.1095890410958904,0.00684931506849315,0.8835616438356164,0.1095890410958904,0.00684931506849315,Joy F. Campanelli RECAP,0.8835616438356164
44008,44008,100,193,51,2,246,193,51,2,0.7845528455284553,0.2073170731707317,0.008130081300813009,0.7845528455284553,0.2073170731707317,0.008130081300813009,Joy F. Campanelli RECAP,0.7845528455284553
44009,44009,100,144,14,3,161,144,14,3,0.8944099378881988,0.08695652173913043,0.018633540372670808,0.8944099378881988,0.08695652173913043,0.018633540372670808,Joy F. Campanelli RECAP,0.8944099378881988
44010,44010,100,128,13,0,141,128,13,0,0.9078014184397163,0.09219858156028368,0.0,0.9078014184397163,0.09219858156028368,0.0,Joy F. Campanelli RECAP,0.9078014184397163
44011,44011,100,34,12,0,46,34,12,0,0.7391304347826086,0.2608695652173913,0.0,0.7391304347826086,0.2608695652173913,0.0,Joy F. Campanelli RECAP,0.7391304347826086
44012,44012,100,29,3,0,32,29,3,0,0.90625,0.09375,0.0,0.90625,0.09375,0.0,Joy F. Campanelli RECAP,0.90625
44013,44013,100,29,9,0,38,29,9,0,0.7631578947368421,0.23684210526315788,0.0,0.7631578947368421,0.23684210526315788,0.0,Joy F. Campanelli RECAP,0.7631578947368421
44014,44014,100,165,26,0,191,165,26,0,0.8638743455497382,0.13612565445026178,0.0,0.8638743455497382,0.13612565445026178,0.0,Joy F. Campanelli RECAP,0.8638743455497382
44015,44015,100,237,42,1,280,237,42,1,0.8464285714285714,0.15,0.0035714285714285713,0.8464285714285714,0.15,0.0035714285714285713,Joy F. Campanelli RECAP,0.8464285714285714
44016,44016,100,119,18,0,137,119,18,0,0.8686131386861314,0.13138686131386862,0.0,0.8686131386861314,0.13138686131386862,0.0,Joy F. Campanelli RECAP,0.8686131386861314
44017,44017,100,217,44,0,261,217,44,0,0.8314176245210728,0.1685823754789272,0.0,0.8314176245210728,0.1685823754789272,0.0,Joy F. Campanelli RECAP,0.8314176245210728
44018,44018,100,170,39,0,209,170,39,0,0.8133971291866029,0.18660287081339713,0.0,0.8133971291866029,0.18660287081339713,0.0,Joy F. Campanelli RECAP,0.8133971291866029
44019,44019,100,184,39,0,223,184,39,0,0.8251121076233184,0.17488789237668162,0.0,0.8251121076233184,0.17488789237668162,0.0,Joy F. Campanelli RECAP,0.8251121076233184
44020,44020,100,85,32,1,118,85,32,1,0.7203389830508474,0.2711864406779661,0.00847457627118644,0.7203389830508474,0.2711864406779661,0.00847457627118644,Joy F. Campanelli RECAP,0.7203389830508474
44021,44021,100,5,9,0,14,5,9,0,0.35714285714285715,0.6428571428571429,0.0,0.35714285714285715,0.6428571428571429,0.0,Vincent F. Martusciello RECAP,0.6428571428571429
44022,44022,100,10,1,0,11,10,1,0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,0.0,Joy F. Campanelli RECAP,0.9090909090909091
44023,44023,100,65,52,1,118,65,52,1,0.5508474576271186,0.4406779661016949,0.00847457627118644,0.5508474576271186,0.4406779661016949,0.00847457627118644,Joy F. Campanelli RECAP,0.5508474576271186
44024,44024,100,68,34,2,104,68,34,2,0.6538461538461539,0.3269230769230769,0.019230769230769232,0.6538461538461539,0.3269230769230769,0.019230769230769232,Joy F. Campanelli RECAP,0.6538461538461539
44025,44025,100,141,87,0,228,141,87,0,0.618421052631579,0.3815789473684211,0.0,0.618421052631579,0.3815789473684211,0.0,Joy F. Campanelli RECAP,0.618421052631579
44026,44026,100,123,85,0,208,123,85,0,0.5913461538461539,0.40865384615384615,0.0,0.5913461538461539,0.40865384615384615,0.0,Joy F. Campanelli RECAP,0.5913461538461539
44027,44027,100,86,83,1,170,86,83,1,0.5058823529411764,0.48823529411764705,0.0058823529411764705,0.5058823529411764,0.48823529411764705,0.0058823529411764705,Joy F. Campanelli RECAP,0.5058823529411764
44028,44028,100,127,39,0,166,127,39,0,0.7650602409638554,0.23493975903614459,0.0,0.7650602409638554,0.23493975903614459,0.0,Joy F. Campanelli RECAP,0.7650602409638554
44029,44029,100,136,35,0,171,136,35,0,0.7953216374269005,0.2046783625730994,0.0,0.7953216374269005,0.2046783625730994,0.0,Joy F. Campanelli RECAP,0.7953216374269005
44030,44030,100,140,49,0,189,140,49,0,0.7407407407407407,0.25925925925925924,0.0,0.7407407407407407,0.25925925925925924,0.0,Joy F. Campanelli RECAP,0.7407407407407407
44031,44031,100,219,41,1,261,219,41,1,0.8390804597701149,0.15708812260536398,0.0038314176245210726,0.8390804597701149,0.15708812260536398,0.0038314176245210726,Joy F. Campanelli RECAP,0.8390804597701149
