ED,Reported As,Reporting,Anna Culley (Republican),Carmen R. Velasquez (Democratic),Anna Culley (Democratic),Leslie G. Leach (Democratic),Thomas Benedetto (Conservative),William V. Decandido (Republican),John F. Casey (Republican),Ronald D. Hollie (Republican),Anna Culley (Conservative),Scattered,John F. Casey (Conservative),Ronald D. Hollie (Democratic),Total Votes,Anna Culley RECAP,Carmen R. Velasquez RECAP,Leslie G. Leach RECAP,Thomas Benedetto RECAP,William V. Decandido RECAP,John F. Casey RECAP,Ronald D. Hollie RECAP,Scattered RECAP,p_Anna Culley (Republican),p_Carmen R. Velasquez (Democratic),p_Anna Culley (Democratic),p_Leslie G. Leach (Democratic),p_Thomas Benedetto (Conservative),p_William V. Decandido (Republican),p_John F. Casey (Republican),p_Ronald D. Hollie (Republican),p_Anna Culley (Conservative),p_Scattered,p_John F. Casey (Conservative),p_Ronald D. Hollie (Democratic),p_Anna Culley RECAP,p_Carmen R. Velasquez RECAP,p_Leslie G. Leach RECAP,p_Thomas Benedetto RECAP,p_William V. Decandido RECAP,p_John F. Casey RECAP,p_Ronald D. Hollie RECAP,p_Scattered RECAP,winner,winner_p
23055,23055,100,11,34,27,30,4,7,13,7,1,0,2,28,164,39,34,30,4,7,15,35,0,0.06707317073170732,0.2073170731707317,0.16463414634146342,0.18292682926829268,0.024390243902439025,0.042682926829268296,0.07926829268292683,0.042682926829268296,0.006097560975609756,0.0,0.012195121951219513,0.17073170731707318,0.23780487804878048,0.2073170731707317,0.18292682926829268,0.024390243902439025,0.042682926829268296,0.09146341463414634,0.21341463414634146,0.0,Anna Culley RECAP,0.23780487804878048
23056,23056,100,37,108,87,94,19,36,41,36,10,0,11,75,554,134,108,94,19,36,52,111,0,0.06678700361010831,0.19494584837545126,0.15703971119133575,0.16967509025270758,0.03429602888086643,0.06498194945848375,0.0740072202166065,0.06498194945848375,0.018050541516245487,0.0,0.019855595667870037,0.13537906137184116,0.24187725631768953,0.19494584837545126,0.16967509025270758,0.03429602888086643,0.06498194945848375,0.09386281588447654,0.2003610108303249,0.0,Anna Culley RECAP,0.24187725631768953
23057,23057,100,50,126,113,116,31,46,61,45,14,0,14,96,712,177,126,116,31,46,75,141,0,0.0702247191011236,0.17696629213483145,0.15870786516853932,0.16292134831460675,0.04353932584269663,0.06460674157303371,0.08567415730337079,0.06320224719101124,0.019662921348314606,0.0,0.019662921348314606,0.1348314606741573,0.24859550561797752,0.17696629213483145,0.16292134831460675,0.04353932584269663,0.06460674157303371,0.10533707865168539,0.19803370786516855,0.0,Anna Culley RECAP,0.24859550561797752
23058,23058,100,39,115,109,108,19,40,49,34,11,1,11,89,625,159,115,108,19,40,60,123,1,0.0624,0.184,0.1744,0.1728,0.0304,0.064,0.0784,0.0544,0.0176,0.0016,0.0176,0.1424,0.2544,0.184,0.1728,0.0304,0.064,0.096,0.1968,0.0016,Anna Culley RECAP,0.2544
23059,23059,100,29,106,101,97,12,27,30,25,5,0,6,92,530,135,106,97,12,27,36,117,0,0.05471698113207547,0.2,0.19056603773584907,0.1830188679245283,0.022641509433962263,0.0509433962264151,0.05660377358490566,0.04716981132075472,0.009433962264150943,0.0,0.011320754716981131,0.17358490566037735,0.25471698113207547,0.2,0.1830188679245283,0.022641509433962263,0.0509433962264151,0.06792452830188679,0.22075471698113208,0.0,Anna Culley RECAP,0.25471698113207547
23060,23060,100,27,67,64,61,12,31,31,28,11,1,12,59,404,102,67,61,12,31,43,87,1,0.06683168316831684,0.16584158415841585,0.15841584158415842,0.15099009900990099,0.0297029702970297,0.07673267326732673,0.07673267326732673,0.06930693069306931,0.027227722772277228,0.0024752475247524753,0.0297029702970297,0.14603960396039603,0.2524752475247525,0.16584158415841585,0.15099009900990099,0.0297029702970297,0.07673267326732673,0.10643564356435643,0.21534653465346534,0.0024752475247524753,Anna Culley RECAP,0.2524752475247525
23061,23061,100,87,143,142,138,36,83,84,90,24,0,20,125,972,253,143,138,36,83,104,215,0,0.08950617283950617,0.147119341563786,0.14609053497942387,0.1419753086419753,0.037037037037037035,0.08539094650205761,0.08641975308641975,0.09259259259259259,0.024691358024691357,0.0,0.0205761316872428,0.1286008230452675,0.2602880658436214,0.147119341563786,0.1419753086419753,0.037037037037037035,0.08539094650205761,0.10699588477366255,0.22119341563786007,0.0,Anna Culley RECAP,0.2602880658436214
23062,23062,100,89,170,181,173,65,85,101,93,40,0,34,160,1191,310,170,173,65,85,135,253,0,0.07472712006717044,0.14273719563392107,0.15197313182199831,0.1452560873215785,0.054575986565911,0.07136859781696053,0.08480268681780016,0.07808564231738035,0.033585222502099076,0.0,0.028547439126784216,0.1343408900083963,0.26028547439126787,0.14273719563392107,0.1452560873215785,0.054575986565911,0.07136859781696053,0.11335012594458438,0.21242653232577666,0.0,Anna Culley RECAP,0.26028547439126787
23063,23063,100,75,192,188,174,45,80,93,71,25,0,29,164,1136,288,192,174,45,80,122,235,0,0.06602112676056338,0.16901408450704225,0.16549295774647887,0.15316901408450703,0.03961267605633803,0.07042253521126761,0.0818661971830986,0.0625,0.022007042253521125,0.0,0.025528169014084508,0.1443661971830986,0.2535211267605634,0.16901408450704225,0.15316901408450703,0.03961267605633803,0.07042253521126761,0.1073943661971831,0.2068661971830986,0.0,Anna Culley RECAP,0.2535211267605634
23064,23064,100,115,161,172,174,46,119,123,117,26,1,29,158,1241,313,161,174,46,119,152,275,1,0.0926672038678485,0.1297340854149879,0.1385979049153908,0.14020950846091862,0.037066881547139406,0.0958904109589041,0.0991136180499597,0.09427880741337631,0.020950846091861403,0.0008058017727639,0.023368251410153102,0.12731668009669622,0.25221595487510073,0.1297340854149879,0.14020950846091862,0.037066881547139406,0.0958904109589041,0.12248186946011282,0.22159548751007252,0.0008058017727639,Anna Culley RECAP,0.25221595487510073
23065,23065,100,62,117,111,106,28,56,72,54,13,0,18,101,738,186,117,106,28,56,90,155,0,0.08401084010840108,0.15853658536585366,0.15040650406504066,0.14363143631436315,0.037940379403794036,0.07588075880758807,0.0975609756097561,0.07317073170731707,0.017615176151761516,0.0,0.024390243902439025,0.13685636856368563,0.25203252032520324,0.15853658536585366,0.14363143631436315,0.037940379403794036,0.07588075880758807,0.12195121951219512,0.21002710027100271,0.0,Anna Culley RECAP,0.25203252032520324
23066,23066,100,10,71,69,74,0,11,14,13,0,1,1,61,325,79,71,74,0,11,15,74,1,0.03076923076923077,0.21846153846153846,0.2123076923076923,0.2276923076923077,0.0,0.033846153846153845,0.043076923076923075,0.04,0.0,0.003076923076923077,0.003076923076923077,0.18769230769230769,0.24307692307692308,0.21846153846153846,0.2276923076923077,0.0,0.033846153846153845,0.046153846153846156,0.2276923076923077,0.003076923076923077,Anna Culley RECAP,0.24307692307692308
23067,23067,100,9,54,49,54,1,11,12,9,0,0,1,46,246,58,54,54,1,11,13,55,0,0.036585365853658534,0.21951219512195122,0.1991869918699187,0.21951219512195122,0.0040650406504065045,0.044715447154471545,0.04878048780487805,0.036585365853658534,0.0,0.0,0.0040650406504065045,0.18699186991869918,0.23577235772357724,0.21951219512195122,0.21951219512195122,0.0040650406504065045,0.044715447154471545,0.052845528455284556,0.22357723577235772,0.0,Anna Culley RECAP,0.23577235772357724
23068,23068,100,12,76,67,77,4,13,14,10,3,0,1,64,341,82,76,77,4,13,15,74,0,0.03519061583577713,0.22287390029325513,0.19648093841642228,0.22580645161290322,0.011730205278592375,0.03812316715542522,0.04105571847507331,0.02932551319648094,0.008797653958944282,0.0,0.002932551319648094,0.187683284457478,0.2404692082111437,0.22287390029325513,0.22580645161290322,0.011730205278592375,0.03812316715542522,0.04398826979472141,0.21700879765395895,0.0,Anna Culley RECAP,0.2404692082111437
23069,23069,100,15,71,60,64,4,21,22,18,3,0,3,51,332,78,71,64,4,21,25,69,0,0.045180722891566265,0.21385542168674698,0.18072289156626506,0.1927710843373494,0.012048192771084338,0.06325301204819277,0.06626506024096386,0.05421686746987952,0.009036144578313253,0.0,0.009036144578313253,0.1536144578313253,0.23493975903614459,0.21385542168674698,0.1927710843373494,0.012048192771084338,0.06325301204819277,0.07530120481927711,0.20783132530120482,0.0,Anna Culley RECAP,0.23493975903614459
23070,23070,100,28,68,57,58,7,27,32,27,4,0,6,51,365,89,68,58,7,27,38,78,0,0.07671232876712329,0.1863013698630137,0.15616438356164383,0.1589041095890411,0.019178082191780823,0.07397260273972603,0.08767123287671233,0.07397260273972603,0.010958904109589041,0.0,0.01643835616438356,0.13972602739726028,0.24383561643835616,0.1863013698630137,0.1589041095890411,0.019178082191780823,0.07397260273972603,0.10410958904109589,0.2136986301369863,0.0,Anna Culley RECAP,0.24383561643835616
23071,23038,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23072,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23073,23073,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23074,23073,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23075,23075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23076,23076,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23077,23077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23078,23077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23079,23077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23080,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23081,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23082,23072,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
23083,23022,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
24001,24001,100,52,94,92,93,14,46,52,48,6,0,5,88,590,150,94,93,14,46,57,136,0,0.08813559322033898,0.15932203389830507,0.15593220338983052,0.1576271186440678,0.023728813559322035,0.07796610169491526,0.08813559322033898,0.08135593220338982,0.010169491525423728,0.0,0.00847457627118644,0.14915254237288136,0.2542372881355932,0.15932203389830507,0.1576271186440678,0.023728813559322035,0.07796610169491526,0.09661016949152543,0.2305084745762712,0.0,Anna Culley RECAP,0.2542372881355932
24002,24002,100,56,173,173,169,26,63,70,57,14,2,19,161,983,243,173,169,26,63,89,218,2,0.056968463886063074,0.17599186164801628,0.17599186164801628,0.17192268565615462,0.026449643947100712,0.06408952187182096,0.07121057985757884,0.05798575788402848,0.014242115971515769,0.002034587995930824,0.019328585961342827,0.16378433367243134,0.24720244150559512,0.17599186164801628,0.17192268565615462,0.026449643947100712,0.06408952187182096,0.09053916581892167,0.22177009155645983,0.002034587995930824,Anna Culley RECAP,0.24720244150559512
24003,24003,100,40,132,131,133,28,36,44,40,13,2,12,116,727,184,132,133,28,36,56,156,2,0.055020632737276476,0.1815680880330124,0.18019257221458046,0.1829436038514443,0.03851444291609354,0.04951856946354883,0.06052269601100413,0.055020632737276476,0.017881705639614855,0.002751031636863824,0.016506189821182942,0.15955983493810177,0.2530949105914718,0.1815680880330124,0.1829436038514443,0.03851444291609354,0.04951856946354883,0.07702888583218707,0.21458046767537828,0.002751031636863824,Anna Culley RECAP,0.2530949105914718
24004,24004,100,26,80,83,83,15,27,31,21,8,0,6,71,451,117,80,83,15,27,37,92,0,0.057649667405764965,0.17738359201773837,0.18403547671840353,0.18403547671840353,0.03325942350332594,0.0598669623059867,0.06873614190687362,0.04656319290465632,0.017738359201773836,0.0,0.013303769401330377,0.1574279379157428,0.25942350332594233,0.17738359201773837,0.18403547671840353,0.03325942350332594,0.0598669623059867,0.082039911308204,0.2039911308203991,0.0,Anna Culley RECAP,0.25942350332594233
24005,24005,100,55,136,142,144,34,54,59,59,24,3,25,127,862,221,136,144,34,54,84,186,3,0.06380510440835267,0.15777262180974477,0.16473317865429235,0.16705336426914152,0.03944315545243619,0.06264501160092807,0.06844547563805105,0.06844547563805105,0.027842227378190254,0.0034802784222737818,0.029002320185614848,0.14733178654292342,0.25638051044083526,0.15777262180974477,0.16705336426914152,0.03944315545243619,0.06264501160092807,0.09744779582366589,0.21577726218097448,0.0034802784222737818,Anna Culley RECAP,0.25638051044083526
24006,24006,100,66,107,112,110,31,61,77,67,18,0,19,106,774,196,107,110,31,61,96,173,0,0.08527131782945736,0.13824289405684753,0.14470284237726097,0.1421188630490956,0.040051679586563305,0.07881136950904392,0.09948320413436693,0.08656330749354005,0.023255813953488372,0.0,0.02454780361757106,0.13695090439276486,0.2532299741602067,0.13824289405684753,0.1421188630490956,0.040051679586563305,0.07881136950904392,0.12403100775193798,0.2235142118863049,0.0,Anna Culley RECAP,0.2532299741602067
24007,24007,100,21,80,85,86,12,28,31,22,7,1,4,75,452,113,80,86,12,28,35,97,1,0.046460176991150445,0.17699115044247787,0.18805309734513273,0.1902654867256637,0.02654867256637168,0.061946902654867256,0.06858407079646017,0.048672566371681415,0.015486725663716814,0.0022123893805309734,0.008849557522123894,0.16592920353982302,0.25,0.17699115044247787,0.1902654867256637,0.02654867256637168,0.061946902654867256,0.07743362831858407,0.21460176991150443,0.0022123893805309734,Anna Culley RECAP,0.25
24008,24008,100,6,38,35,39,1,7,7,6,2,0,1,34,176,43,38,39,1,7,8,40,0,0.03409090909090909,0.2159090909090909,0.19886363636363635,0.2215909090909091,0.005681818181818182,0.03977272727272727,0.03977272727272727,0.03409090909090909,0.011363636363636364,0.0,0.005681818181818182,0.19318181818181818,0.24431818181818182,0.2159090909090909,0.2215909090909091,0.005681818181818182,0.03977272727272727,0.045454545454545456,0.22727272727272727,0.0,Anna Culley RECAP,0.24431818181818182
24009,24009,100,1,5,4,4,0,1,1,1,0,0,0,4,21,5,5,4,0,1,1,5,0,0.047619047619047616,0.23809523809523808,0.19047619047619047,0.19047619047619047,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.19047619047619047,0.23809523809523808,0.23809523809523808,0.19047619047619047,0.0,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.0,Tie,0.23809523809523808
24010,24010,100,22,49,51,45,12,27,27,28,8,0,12,43,324,81,49,45,12,27,39,71,0,0.06790123456790123,0.15123456790123457,0.1574074074074074,0.1388888888888889,0.037037037037037035,0.08333333333333333,0.08333333333333333,0.08641975308641975,0.024691358024691357,0.0,0.037037037037037035,0.13271604938271606,0.25,0.15123456790123457,0.1388888888888889,0.037037037037037035,0.08333333333333333,0.12037037037037036,0.2191358024691358,0.0,Anna Culley RECAP,0.25
24011,24011,100,26,69,72,70,10,27,25,28,7,4,9,58,405,105,69,70,10,27,34,86,4,0.06419753086419754,0.17037037037037037,0.17777777777777778,0.1728395061728395,0.024691358024691357,0.06666666666666667,0.06172839506172839,0.0691358024691358,0.01728395061728395,0.009876543209876543,0.022222222222222223,0.14320987654320988,0.25925925925925924,0.17037037037037037,0.1728395061728395,0.024691358024691357,0.06666666666666667,0.08395061728395062,0.2123456790123457,0.009876543209876543,Anna Culley RECAP,0.25925925925925924
24012,24012,100,2,11,11,11,2,2,1,2,1,0,3,11,57,14,11,11,2,2,4,13,0,0.03508771929824561,0.19298245614035087,0.19298245614035087,0.19298245614035087,0.03508771929824561,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.0,0.05263157894736842,0.19298245614035087,0.24561403508771928,0.19298245614035087,0.19298245614035087,0.03508771929824561,0.03508771929824561,0.07017543859649122,0.22807017543859648,0.0,Anna Culley RECAP,0.24561403508771928
24013,24013,100,30,140,127,136,7,28,29,27,6,2,4,121,657,163,140,136,7,28,33,148,2,0.045662100456621,0.213089802130898,0.1933028919330289,0.2070015220700152,0.0106544901065449,0.0426179604261796,0.0441400304414003,0.0410958904109589,0.0091324200913242,0.0030441400304414,0.0060882800608828,0.1841704718417047,0.2480974124809741,0.213089802130898,0.2070015220700152,0.0106544901065449,0.0426179604261796,0.0502283105022831,0.2252663622526636,0.0030441400304414,Anna Culley RECAP,0.2480974124809741
24014,24014,100,29,94,89,95,12,31,34,26,5,0,8,80,503,123,94,95,12,31,42,106,0,0.05765407554671968,0.18687872763419483,0.17693836978131214,0.18886679920477137,0.02385685884691849,0.061630218687872766,0.06759443339960239,0.05168986083499006,0.009940357852882704,0.0,0.015904572564612324,0.15904572564612326,0.24453280318091453,0.18687872763419483,0.18886679920477137,0.02385685884691849,0.061630218687872766,0.08349900596421471,0.21073558648111332,0.0,Anna Culley RECAP,0.24453280318091453
24015,24015,100,34,89,85,83,17,34,39,33,7,0,7,75,503,126,89,83,17,34,46,108,0,0.06759443339960239,0.17693836978131214,0.16898608349900596,0.16500994035785288,0.033797216699801194,0.06759443339960239,0.0775347912524851,0.06560636182902585,0.013916500994035786,0.0,0.013916500994035786,0.14910536779324055,0.2504970178926441,0.17693836978131214,0.16500994035785288,0.033797216699801194,0.06759443339960239,0.09145129224652088,0.2147117296222664,0.0,Anna Culley RECAP,0.2504970178926441
24016,24016,100,18,65,66,69,5,25,27,22,2,0,4,54,357,86,65,69,5,25,31,76,0,0.05042016806722689,0.18207282913165265,0.18487394957983194,0.19327731092436976,0.014005602240896359,0.0700280112044818,0.07563025210084033,0.06162464985994398,0.0056022408963585435,0.0,0.011204481792717087,0.15126050420168066,0.24089635854341737,0.18207282913165265,0.19327731092436976,0.014005602240896359,0.0700280112044818,0.08683473389355742,0.21288515406162464,0.0,Anna Culley RECAP,0.24089635854341737
24017,24017,100,50,157,163,168,20,51,54,47,11,0,13,152,886,224,157,168,20,51,67,199,0,0.056433408577878104,0.17720090293453725,0.18397291196388263,0.18961625282167044,0.022573363431151242,0.05756207674943566,0.060948081264108354,0.05304740406320542,0.012415349887133182,0.0,0.014672686230248307,0.17155756207674944,0.2528216704288939,0.17720090293453725,0.18961625282167044,0.022573363431151242,0.05756207674943566,0.07562076749435666,0.22460496613995484,0.0,Anna Culley RECAP,0.2528216704288939
24018,24018,100,70,171,183,180,23,71,75,74,14,0,14,158,1033,267,171,180,23,71,89,232,0,0.06776379477250725,0.16553727008712488,0.1771539206195547,0.17424975798644723,0.022265246853823813,0.06873184898354308,0.07260406582768635,0.07163601161665054,0.013552758954501452,0.0,0.013552758954501452,0.15295256534365925,0.2584704743465634,0.16553727008712488,0.17424975798644723,0.022265246853823813,0.06873184898354308,0.08615682478218781,0.2245885769603098,0.0,Anna Culley RECAP,0.2584704743465634
24019,24019,100,88,171,165,168,32,87,97,93,20,0,19,159,1099,273,171,168,32,87,116,252,0,0.08007279344858963,0.15559599636032756,0.15013648771610555,0.15286624203821655,0.029117379435850774,0.0791628753412193,0.08826205641492266,0.08462238398544131,0.018198362147406732,0.0,0.017288444040036398,0.14467697907188354,0.2484076433121019,0.15559599636032756,0.15286624203821655,0.029117379435850774,0.0791628753412193,0.10555050045495905,0.22929936305732485,0.0,Anna Culley RECAP,0.2484076433121019
